,id,alias,name,description,subscriptionCount,subscribed,notificationType,read,createdAt,updatedAt,canPost,ignorePost,invisible,isSchool,userSchool,fullyAnonymous,canUseNickname,canUseSchool,postThumbnail,shouldCategorized,shouldPostCategorized,hasPostCategories,titlePlaceholder,postTitlePlaceholder,ipCountryCondition,subcategories,topics,nsfw,mediaThreshold,limitCountries,limitStage,availableLayouts,heroImage,logo,postCount,favorite,isPersonaPage,isFeaturedPage,enablePrivateMessage,restrictIdentityOnComment,enableSelectedPosts,displaySelectedPostsTab,allowModManageSelectedPosts,displayGroupChatEntry,enableHintedValidations,enableEditedHistory
397,4fb1cbbf-57e3-46d0-9242-eb99fc0beea8,startup,創業,任何關於創業的話題都可以在這邊發表、提問！,64508,False,,False,2020-04-20T05:56:27.713Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,True,,請於上方⬆️選擇標題分類,"{'exclude': [], 'include': []}",[],"['創業歷程', '創業', '創業分享', '投資']",False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/73787ba3-c47a-4ae7-b0f5-ef0bf6cd318a/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 599}","{'url': 'https://megapx-assets.dcard.tw/images/9be6709a-cf3c-4b26-bc2b-ebd46311b1c5/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 156},False,False,False,True,False,False,False,False,False,False,True
279,de71b09b-b66a-40ca-baa7-759d5b10d49a,fastfood,速食,"歡迎各位速食愛好者來到本板！
無論是令人驚豔的新品，或是超級殺的優惠券，抑或是各種有關速食的疑難雜症，
都歡迎各位一起來討論📢📢📢",64437,False,,False,2020-02-04T07:37:13.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,"發文不必再自己打分類囉！
(請在上方選擇 標題分類)","{'exclude': [], 'include': []}",[],"['麥當勞', '摩斯', '肯德基', '優惠券']",False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/0a76ae91-80ff-42ea-a760-75b82f6b0f34/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/fe822c3a-46d4-4c3b-90ab-5a30eebaf234/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 37},False,False,False,False,False,False,False,False,False,False,True
411,ea38435a-1533-4eb0-9c66-76451d31fc35,switch,Nintendo Switch,"哈囉大家好~如果有任何跟Nintendo Switch相關的問題或是遊戲都可以在此版分享討論喔。
小提醒發文或留言之前請先參照版規以免被停權喔~",63351,False,,False,2020-05-19T05:37:44.144Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,True,,,"{'exclude': [], 'include': []}",[],"['Switch', '任天堂', '遊戲推坑']",False,{},[],0,"['classic', 'link', 'video', 'image']","{'url': 'https://megapx-assets.dcard.tw/images/9d524427-6bea-424d-be03-d167758b5722/orig.jpeg', 'type': 'image/jpeg', 'width': 1230, 'height': 410}","{'url': 'https://megapx-assets.dcard.tw/images/b3ba574c-d9ef-427e-8748-ab439d4f8222/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 66},False,False,False,True,False,False,False,False,False,False,True
431,3f0027cd-fe1c-44a3-bfea-de14a291da66,blackpink,BLACKPINK,"𝐁𝐋ΛƆ𝐊𝐏𝐈И𝐊 𝐈𝐍 𝐘𝐎𝐔𝐑 𝐀𝐑𝐄𝐀 
 歡迎大家來到BLACKPINK板！
Everything you need is in the 精華區",61155,False,,False,2020-09-07T05:54:34.987Z,2022-12-01T09:19:40.735Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,⚠️要求票/換票請去置頂的換票文！！⚠️否則一律刪除,"{'exclude': [], 'include': []}",[],"['分享', '詢問', '討論', '消息', '時尚', '開箱', '宣傳', '集中討論', '公告', 'BLACKPINK', 'Lisa', 'Rose', 'Jennie', 'Jisoo', '韓團', '韓星', '追星', 'KPOP', '演唱會', '手燈']",False,{},[],0,"['classic', 'link', 'image', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/0dcc8334-69b3-4615-809c-16b5cfaaf3bd/full.jpeg', 'type': 'image/jpeg', 'width': 1548, 'height': 516}","{'url': 'https://megapx-assets.dcard.tw/images/76c750b6-1fec-4e8c-b6ff-ddb82fa5ff93/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 487},False,False,False,True,False,True,True,True,False,False,True
498,6abae5c6-33c2-463d-9629-d4432662c9ab,rent,租屋,這裡是租屋板，歡迎討論租屋的大小事。發文前請詳閱版規，務必詳閱版規 。,60442,False,,False,2021-06-17T02:34:05.102Z,2022-11-01T10:53:57.129Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,發文請請詳閱版規。 徵租招租請開啟私訊功能。,{},[],"['租屋疑問', '招租', '房客', '徵租', '房東', '租屋奇談', '板規', '台北', '租屋糾紛', '台中', '套房', '台中租屋', '出租', '合租', '房間', '新北', '室友']",False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/bb285585-be6a-46b3-9244-f4fe0453c113/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/d5a65e10-a3a8-4f98-86ca-705856af661d/full.jpeg', 'type': 'image/png', 'width': 200, 'height': 200}",{'last30Days': 406},False,False,False,True,False,True,True,True,False,False,True
311,99049f5e-bb3d-420f-b708-52c384359952,pokemon,寶可夢,"歡迎寶可夢訓練家以及寶可夢愛好者
一起關注⚡️寶可夢⚡️的大小事！

❤️寶可夢朱/紫 正式發售💜
🦊伊布太晶團體戰活動開跑🦊
🏆寶可夢旅途 小智奪得世界冠軍🏆",60431,False,,False,2020-02-04T07:42:33.573Z,2022-12-09T02:40:56.713Z,True,False,False,False,,False,True,True,{'size': 'small'},True,True,True,發文記得加入「話題」分類喲！,#公告 為板主專用｜#活動 為板上活動專用,"{'exclude': [], 'include': []}",['精選'],"['分享', '發問', '徵求', '情報', '討論', '資訊', '攻略', '活動', '揪團', '公告', 'PokemonGo', '本傳', '手遊', '動畫', '交換', '寶可夢', '訓練家出走', '阿爾宙斯', '寶可夢朱紫']",False,{},[],0,"['classic', 'link', 'image', 'video', 'poll']","{'url': 'https://megapx-assets.dcard.tw/images/792a5493-b31d-400e-af48-caba9c75d426/full.jpeg', 'type': 'image/jpeg', 'width': 1608, 'height': 536}","{'url': 'https://megapx-assets.dcard.tw/images/4a923f52-7c62-41bc-bdbd-db1709723a9e/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 562},False,False,False,True,False,True,True,True,False,False,True
356,45a2cade-341a-4d5d-a1d8-b1cf82f77277,intern,實習職缺,"Dcard 提供各公司企業於實習職缺板張貼相關工作資訊，請務必依照格式填寫發文表單，經小天使審核後會張貼在看板上。
＊若要討論職場心得、面試經驗等可至「工作板」哦！＊",59646,False,,False,2020-02-04T07:50:03.573Z,2022-08-16T03:53:09.054Z,False,True,False,False,,False,True,False,{'size': 'small'},False,False,False,如需刊登職缺請至「置頂文」尋找表格填寫！,,{},[],[],False,{},[],0,['classic'],"{'url': 'https://megapx-assets.dcard.tw/images/e20a6c75-7dc6-4dce-a170-d3fe57389007/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/22029efe-e5c9-4f7d-b2c4-9850f0406943/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 50},False,False,False,False,False,False,False,False,False,False,True
507,339e5449-5b42-48cb-b425-3ffcb845babe,tattoo,刺青,,59471,False,,False,2021-07-06T07:18:35.667Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,True,,發文開頭需先放上標題喔 ex. #日式傳統,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/3c1cf8c8-fc34-4793-82c1-07e0aa47a785/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/1ea606ab-cc8d-4f70-b619-eb7c7259a719/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 166},False,False,False,False,False,False,False,False,False,False,True
350,a6dc1b6b-0aca-4004-86c8-3af6cdbfad23,softwareengineer,軟體工程師,歡迎大家討論軟體開發路上遇到的各種坑，踩到的各種雷，以及想要砍 PM 的各種衝動,59375,False,,False,2020-02-04T07:49:03.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,,"{'exclude': [], 'include': []}",[],"['隕石開發', '碼農', 'k8s', 'tensorflow', 'python']",False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/a693d555-63cd-4719-b242-098d95b687ff/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/8415acf2-d286-4a5d-b045-7cb4db98516b/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 122},False,False,False,True,False,False,False,False,False,False,True
349,6ea32129-c485-4321-9030-f7f45ae4cc2f,med,醫事人員,"一個屬於醫療產業從業人員的看板，沒有看病功能
不論是在學學生或是在實習、工作的大家，都歡迎在白袍板發文。
背景圖圖源<a href=""http://www.freepik.com"">Designed by macrovector_official / Freepik</a>",58276,False,,False,2020-02-04T07:48:53.573Z,2022-11-24T13:04:44.389Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,去看板規，我打的很幸苦🥺,"{'exclude': [], 'include': []}",[],"['工作', '考試', '活動', 'COVID19', '疫情', '醫事人員板']",False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/b1b91677-4a5c-484b-aa41-8addab4c3e94/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/03ba4d24-9af3-4c38-bdd4-095d4354d905/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 68},False,False,False,True,False,True,True,True,False,False,True
267,5e4df604-ce17-49d0-a7bf-621022e76fc0,aviation,航空,本板以“分享”為主，討論航空職業、飛行經驗等等航空資訊。歡迎前輩分享，充實航空板。,58265,False,,False,2020-02-04T07:35:13.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,標題講重點。,"{'exclude': [], 'include': []}",[],"['詢問', '閒聊', '飛行紀錄', '討論', '招考資訊', '新聞', '經驗分享', '航空照片', '讀書會', '飛機餐', '地勤', '空服員', '航空', '培訓機師']",False,{},[],0,"['classic', 'link', 'image', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/4b7ca3b9-1ec2-43c6-a27e-8ff15a8b5511/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/037028b9-000b-48c4-ab0d-87f02021aa8d/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 91},False,False,False,True,False,False,False,False,False,False,True
333,9a62803d-a808-4a80-ad8c-1a3f2098c7bd,boy,男孩,"專屬男孩的討論版，提供和男生有關的話題討論。也能在這裡匿名分享、抒發、詢問遇到的困擾，或是即將登入國軍Online的你也能在這裡找到同梯好兄弟！（＊禁止張貼裸露性器官之圖文＊）
如欲討論西斯或男同志西斯議題，請至「西斯板」或「男同志西斯板」分享喔！",55042,False,,False,2020-02-04T07:46:13.573Z,2022-08-16T03:53:09.054Z,False,False,True,False,,True,True,False,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['表特', '軍旅', '心事']","['男生保養', '兵變', '新訓', '男用香水', '當兵', '替代役', '學長幫幫我', '撩妹', '戒尻', '國軍', '表特', '入伍', '鬍子', '長高', '痘痘']",True,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/f9e9ccc4-59c2-456b-b31b-56a1b65805bd/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/9107cce1-b677-4288-b0b1-c6b55569c428/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 85},False,False,False,False,False,False,False,False,False,False,True
386,cbf56d6a-2fa9-4c63-b646-47b27abf1c02,animal_crossing,動物森友會,動物森友會板提供板友們討論攻略、情報分享、無人島生活心得跟詢問集合吧！動物森友會之相關問題！,54680,False,,False,2020-03-31T03:24:35.412Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,可以討論攻略、情報分享、無人島生活心得跟詢問集合吧！動物森友會之相關問題！希望大家發文前注意板規以及站規，也希望大家可以注意小心用詞，要跟其他同學友好相處哦！,"{'exclude': [], 'include': []}",[],"['動物森友會', '島民', 'switch', '任天堂', '動森', '動物之森']",False,{},[],0,"['classic', 'link', 'image', 'video', 'poll']","{'url': 'https://megapx-assets.dcard.tw/images/f7386c40-64a5-43ba-b48c-72e1cfc3976e/orig.jpeg', 'type': 'image/jpeg', 'width': 1230, 'height': 410}","{'url': 'https://megapx-assets.dcard.tw/images/5bc9d956-0bbe-42bc-ab29-f01eec167f34/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 166},False,False,False,True,False,False,False,False,False,False,True
240,6754ab63-036c-49ba-bfa4-b95945046e29,otokonoko,偽娘,歡迎交流偽娘的穿搭及妝容與女裝的心路歷程分享，也歡迎女生們發文給予偽娘建議與鼓勵。,54629,False,,False,2020-02-04T07:30:43.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,True,True,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],['偽娘'],False,{},[],0,"['classic', 'link', 'image', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/239e127d-59ee-45e8-900b-550775467b69/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/bdb900a2-be4b-4f90-be54-4e18ce1bbcea/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 117},False,False,False,True,False,False,False,False,False,False,True
331,efdb5f14-6e4f-464f-88c8-6cce1f3bcc42,sportsevents,大型賽事,本板提供國家選手參與國內外大型賽事討論，一起為國家代表隊加油！,51756,False,,False,2020-02-04T07:45:53.573Z,2022-11-22T08:19:15.501Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,{},['世大運'],[],False,{},[],0,"['classic', 'poll', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/0d455ca7-7eb6-43b0-ac67-ebc0076b0336/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/e9db762e-d2f8-410b-8625-cca12de2da34/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 278},False,False,False,False,False,False,False,False,False,False,True
319,c332e370-8d22-4b07-80ce-f27a93872962,cpbl,中職,"歡迎來到中職板，各位可以在這邊討論有關中華職棒相關的事情(包含球員、教練、啦啦隊、裁判等)，注意不要引戰或散佈不實消息，發文前請先消息閱讀版規確認是否違反規定。
摘要如下
1.文章內文需滿15字以上(不一定要附圖)
2.禁止針對球員、教練、裁判等等中華職棒相關人員重傷、謾罵（例如某某球隊很廢之類的言論包含文章以及留言）
3.禁止針對場上球員裁判教練等等發表不實或可能觸犯法律的言論
4. 禁止發佈球賽門票以及其他商品等交易文章，違者將以版規或站規刪文處理
5.禁止發表任何平台帳號徵人合購相關文章（依據2022/7/26站規更新）
6.禁止發表針對中華職棒與任何運動項目去進行沒有意義的比較(觀賽人數、年齡層等等）的文章
7.禁止發佈針對不同層級職棒聯盟球員進行沒有意義的比較之釣魚或可能使球員招黑的文章
8.其他Dcard官方禁止項目
9. 販賣球員教練(包含已離隊)或啦啦隊簽名物品(官方販賣之商品除外)",51427,False,,False,2020-02-04T07:43:53.573Z,2022-11-15T12:21:30.308Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,請各位發文前詳細閱讀版規避免遭檢舉（特別提醒由於Dcard站規更新：2022/07/26起不得發表任何串流平台帳號徵人合購的文章）,"{'exclude': [], 'include': []}",[],"['中華職棒', '中信兄弟', '棒球', '富邦悍將', '統一獅', 'CPBL', '味全龍', '樂天桃猿', '運動', '新竹', '潘武雄', '台灣', '樂天', '2022象猿台灣大賽']",False,{},[],0,"['classic', 'link', 'poll']","{'url': 'https://megapx-assets.dcard.tw/images/43ec2d97-c96f-47c9-aa7f-1cbd9e0da77e/full.jpeg', 'type': 'image/jpeg', 'width': 1083, 'height': 361}","{'url': 'https://megapx-assets.dcard.tw/images/86acbd51-5af3-4512-9ece-1aafb79f5949/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 325},False,False,False,True,False,False,False,False,False,False,True
297,d05d1ad3-7678-47a7-b498-9e108b74657e,hiphop,嘻哈,歡迎大家討論嘻哈文化相關主題，包含但不限於饒舌、beatbox、街舞、塗鴉等內容。,51422,False,,False,2020-02-04T07:40:13.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link', 'image', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/6b71c8ef-3b4b-4cdd-aa83-ce4bf613ce0c/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/1ed548df-854b-4ef9-b5e0-5bb863b95b34/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 44},False,False,False,False,False,False,False,False,False,False,True
253,b6d3c83f-4799-4154-98cb-a7e2437d5b22,caligraphy,手寫,筆跡，是偶然的春暖花開，必然的源遠流長。,51213,False,,False,2020-02-04T07:32:53.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,,"{'exclude': [], 'include': []}",[],"['手寫', '手寫的溫度', '鋼筆', '新詩', '詩詞', '手寫字', '練字', '書法']",False,{},[],0,"['classic', 'link', 'image', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/4e8f2198-fce6-4493-975d-6931d1798c93/orig.jpeg', 'type': 'image/jpeg', 'width': 1125, 'height': 375}","{'url': 'https://megapx-assets.dcard.tw/images/e26bafd0-26a0-467a-9283-669ed13ef3f9/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 53},False,False,False,False,False,False,False,False,False,False,True
433,8ddb3848-cd34-4042-9a5e-184560764005,mancare,男性保養,歡迎大家來男性保養版，可以一起討論與保養及彩妝相關問題，也歡迎大家分享自己的保養心路歷程。希望男性保養的觀念也能漸漸融入大家的生活，打破只有女性才能保養的觀念！,50808,False,,False,2020-09-17T07:22:40.169Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,True,,"文章標題前建議加上分類，可方便板友查閱。
👉🏿#分享 #試用 #黑特 #學術表單 #情報 #問
👉🏿範例： #分享 改善油痘肌的心路歷程。","{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link', 'image', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/930550ba-4918-4e16-9bff-6ba8f319d3b1/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/a2c61a78-16c2-45c9-8b29-8d5a6d55571e/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 54},False,False,False,False,False,False,False,False,False,False,True
488,aa511662-26c6-4de6-96e4-8b0014449110,apex_legends,APEX 英雄,本板為《APEX 英雄》板，討論主旨為一切與《APEX 英雄》有關之事物與話題。,50500,False,,False,2021-05-28T06:22:59.474Z,2022-09-01T10:02:01.715Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link', 'poll']","{'url': 'https://megapx-assets.dcard.tw/images/9276308c-9fb9-4e16-84c0-d2fbbcad2d00/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/a7ee947c-9234-4985-af50-673a4f099326/full.jpeg', 'type': 'image/png', 'width': 200, 'height': 200}",{'last30Days': 233},False,False,False,True,False,True,True,False,False,False,True
400,b62a4ac6-3e5f-4046-b9ee-dfde760cc06d,lawyer,法律人,"本板建議標題分類，發文前請詳閱板規及置頂公告。
（尤其注意本板目前已禁止生活法律之諮詢文，詳見板規及置頂公告）
歡迎法律從業人員、相關系所學生與 Dcard 卡友在此交流，
希望除了討論案例外，能成為法律人在 Dcard 站上的小天地 :)
討論主題包含但不限於實務案件、國家考試、學術、職涯規劃。",50439,False,,False,2020-04-20T05:58:32.228Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,True,,"發文建議之標題分類：

(1)#討論:交流對案例或與法律人相關之議題等看法。

(2)#分享:法律書籍、上榜經驗、工作經驗等與法律人相關經驗之分享。

(3)#請益:詢問各類與法律相關之考試不懂的問題、職業上的問題、教科書選擇的問題等與法律人增強其專業能力可能須瞭解之問題。

(4)#補習班:師資推薦、師資詢問、上課心得等涉及補習班相關之討論，惟「價格或優惠」相關之內容請勿發表，以免違反版規。

(4)#閒聊:法律人話家常用，惟請勿藉此發表引戰文，包含戰校、戰系、戰種族等無實質意義，踐踏法律人思辯精神之文章，違者可依板規檢舉，情節重大者禁言。

(5)#其他:明顯上述各個分類都無法相容而與法律人有關之發文內容。","{'exclude': [], 'include': []}",[],"['民法', '刑法', '憲法', '行政法', '國考']",False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/65676ee9-8cab-45c5-9c59-0aba43721c66/orig.jpeg', 'type': 'image/jpeg', 'width': 840, 'height': 279}","{'url': 'https://megapx-assets.dcard.tw/images/6280dbbb-2875-49dc-9eb3-b5e48e034899/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 321},False,False,False,True,False,False,False,False,False,False,True
312,57288c27-f141-4270-8b56-a1c7a1336f54,disney,迪士尼,歡迎喜歡迪士尼的卡友來分享情報！,49756,False,,False,2020-02-04T07:42:43.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/a525a9da-8f8f-44c6-a596-ce829c3854e6/orig.jpeg', 'type': 'image/jpeg', 'width': 553, 'height': 184}","{'url': 'https://megapx-assets.dcard.tw/images/182cabb3-d1e9-436b-8a4a-acd16db15f2c/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 26},False,False,False,True,False,False,False,False,False,False,True
260,49eed176-a7ad-492c-b6cf-77733ab633ef,ecolife,無痕生活,"無痕生活板提供無痕飲食使用心得、環保低碳及減塑生活等經驗分享。
環保政策、環境問題與剩食議題有不同想法都能在此發文討論！",48873,False,,False,2020-02-04T07:34:03.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喔！,,{},[],"['限塑政策', '不鏽鋼吸管', '玻璃吸管', '食物浪費', '無痕飲食', '月亮杯', '剩食餐廳', '衛生紙', '回收', '環保杯套', '食物袋', '徒步環島', '保鮮盒', '衛生棉條', '世界地球日']",False,{},[],0,['classic'],"{'url': 'https://megapx-assets.dcard.tw/images/ad71ab91-1910-47c9-9cb5-c67cdd352c0b/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/e4534810-a7e8-494b-b69c-9caa8bd307d2/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 120},False,False,False,False,False,False,False,False,False,False,True
255,3efb479b-3298-44bb-b56f-2090b1a7e2df,toy,玩具,歡迎交流包含公仔、玩具、模型、模改、扭蛋、一番賞，以及娃娃收藏類型的文章。,48272,False,,False,2020-02-04T07:33:13.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link', 'image', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/0b039763-de67-4afc-b207-1dd17a50e1d1/orig.jpeg', 'type': 'image/jpeg', 'width': 1420, 'height': 473}","{'url': 'https://megapx-assets.dcard.tw/images/a35fcf45-81e1-45fd-977b-3beb889a2942/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 111},False,False,False,True,False,False,False,False,False,False,True
288,4071b933-4198-49b2-93c6-dfce2f0dc272,marvel_studios,漫威,"哈囉大家～這裡是漫威板！
歡迎各位在這邊討論與漫威有關的電影、漫畫內容等等☺️
⚠️剛上映的漫威電影禁止任意在文章或留言區暴雷，討論劇情或發表影評時，請在標題註明「有雷」等字樣，也要做足防雷線或防雷圖喔！
(上映一個月內請盡量避免暴雷，被檢舉且確定屬實後會被禁言喔！)
⚠️大家在討論及分享之餘，也麻煩遵守板規，發言時務必保持理性並互相尊重，看到引戰挑釁的貼文或留言，請直接檢舉，切勿吵架喔！",46498,False,,False,2020-02-04T07:38:43.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/d6a3b4e4-a622-4fd1-b50d-4906b4cdf817/orig.jpeg', 'type': 'image/jpeg', 'width': 1239, 'height': 413}","{'url': 'https://megapx-assets.dcard.tw/images/607155c5-81f2-41e7-b545-2ddde286315e/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 13},False,False,False,False,False,False,False,False,False,False,True
235,db901754-0902-4229-bd04-362f72e4ae8a,menstrual,生理用品,本板為生理用品板，舉凡國內外女性月經期間使用的產品，例如衛生棉、布衛生棉、衛生棉條、月亮杯、月事內褲、月事海綿，皆屬於本板討論範圍。,46436,False,,False,2020-02-04T07:29:53.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,"請於本版討論範圍內，遵守版規發文
注意:避孕、情趣用品和私密保養非本版範圍","{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/2e570302-0edd-4992-945d-de6e52ee39f7/orig.jpeg', 'type': 'image/jpeg', 'width': 1080, 'height': 360}","{'url': 'https://megapx-assets.dcard.tw/images/99f4ece0-e7c5-4dcf-9f97-231b937c6695/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 7},False,False,False,False,False,False,False,False,False,False,True
